image_path,gender,article,color
./fashion-product-images/images/51352.jpg,Women,Jeans,Blue
./fashion-product-images/images/39990.jpg,Men,Casual Shoes,White
./fashion-product-images/images/53462.jpg,Women,Bra,Maroon
./fashion-product-images/images/19408.jpg,Men,Tshirts,Off White
./fashion-product-images/images/11069.jpg,Men,Shirts,Black
./fashion-product-images/images/42104.jpg,Men,Shorts,Navy Blue
./fashion-product-images/images/31696.jpg,Women,Kurtas,Orange
./fashion-product-images/images/46117.jpg,Unisex,Casual Shoes,Red
./fashion-product-images/images/17560.jpg,Men,Shirts,Red
./fashion-product-images/images/57962.jpg,Women,Sarees,Multi
./fashion-product-images/images/17843.jpg,Men,Casual Shoes,White
./fashion-product-images/images/20030.jpg,Men,Shirts,Blue
./fashion-product-images/images/9953.jpg,Men,Tshirts,Yellow
./fashion-product-images/images/4888.jpg,Women,Tops,White
./fashion-product-images/images/6232.jpg,Women,Tshirts,Pink
./fashion-product-images/images/25449.jpg,Women,Flip Flops,Green
./fashion-product-images/images/4370.jpg,Men,Tshirts,Grey
./fashion-product-images/images/46253.jpg,Women,Kurtas,White
./fashion-product-images/images/13181.jpg,Men,Sports Shoes,White
./fashion-product-images/images/14942.jpg,Men,Tshirts,Black
./fashion-product-images/images/26077.jpg,Men,Shirts,Pink
./fashion-product-images/images/19977.jpg,Men,Tshirts,White
./fashion-product-images/images/50187.jpg,Women,Handbags,Orange
./fashion-product-images/images/37759.jpg,Men,Shirts,Grey
./fashion-product-images/images/43667.jpg,Women,Dresses,Purple
./fashion-product-images/images/50305.jpg,Men,Ties,Cream
./fashion-product-images/images/57562.jpg,Women,Lipstick,Pink
./fashion-product-images/images/34765.jpg,Women,Handbags,Beige
./fashion-product-images/images/47601.jpg,Women,Flats,Brown
./fashion-product-images/images/5850.jpg,Men,Tshirts,Grey
./fashion-product-images/images/39452.jpg,Women,Kurtas,Blue
./fashion-product-images/images/26630.jpg,Women,Flats,White
./fashion-product-images/images/58491.jpg,Women,Shorts,Olive
./fashion-product-images/images/27228.jpg,Women,Dresses,Pink
./fashion-product-images/images/31885.jpg,Women,Sarees,White
./fashion-product-images/images/40600.jpg,Women,Kurtas,Blue
./fashion-product-images/images/25447.jpg,Men,Casual Shoes,Navy Blue
./fashion-product-images/images/41687.jpg,Women,Heels,Beige
./fashion-product-images/images/4262.jpg,Men,Tshirts,White
./fashion-product-images/images/46564.jpg,Men,Watches,Olive
./fashion-product-images/images/54060.jpg,Women,Patiala,Green
./fashion-product-images/images/22768.jpg,Women,Kurtas,Grey
./fashion-product-images/images/5390.jpg,Unisex,Sports Shoes,Grey
./fashion-product-images/images/25585.jpg,Men,Sports Shoes,Silver
./fashion-product-images/images/52162.jpg,Women,Dresses,Black
./fashion-product-images/images/45156.jpg,Men,Watches,Black
./fashion-product-images/images/46621.jpg,Women,Heels,Brown
./fashion-product-images/images/27819.jpg,Men,Belts,Brown
./fashion-product-images/images/21586.jpg,Men,Jeans,Grey
./fashion-product-images/images/4617.jpg,Unisex,Backpacks,Blue
./fashion-product-images/images/47291.jpg,Women,Wallets,Blue
./fashion-product-images/images/27500.jpg,Women,Camisoles,Blue
./fashion-product-images/images/6223.jpg,Women,Tshirts,Black
./fashion-product-images/images/19801.jpg,Men,Tshirts,Blue
./fashion-product-images/images/3351.jpg,Men,Tshirts,White
./fashion-product-images/images/21444.jpg,Women,Tshirts,Cream
./fashion-product-images/images/14858.jpg,Women,Wallets,Red
./fashion-product-images/images/25858.jpg,Unisex,Laptop Bag,Grey
./fashion-product-images/images/55097.jpg,Women,Face Moisturisers,Gold
./fashion-product-images/images/48602.jpg,Women,Earrings,Silver
./fashion-product-images/images/9509.jpg,Men,Track Pants,Grey
./fashion-product-images/images/48231.jpg,Women,Sunglasses,Brown
./fashion-product-images/images/33709.jpg,Men,Formal Shoes,Brown
./fashion-product-images/images/57366.jpg,Women,Briefs,Pink
./fashion-product-images/images/3949.jpg,Women,Tops,White
./fashion-product-images/images/50641.jpg,Men,Innerwear Vests,Grey
./fashion-product-images/images/4445.jpg,Men,Sports Shoes,Black
./fashion-product-images/images/55430.jpg,Women,Lipstick,Peach
./fashion-product-images/images/13900.jpg,Men,Sports Shoes,Black
./fashion-product-images/images/3181.jpg,Men,Sports Shoes,Grey
./fashion-product-images/images/12194.jpg,Men,Tshirts,Blue
./fashion-product-images/images/24065.jpg,Men,Shirts,Green
./fashion-product-images/images/46493.jpg,Men,Watches,Brown
./fashion-product-images/images/56082.jpg,Women,Lip Gloss,Red
./fashion-product-images/images/48313.jpg,Women,Bracelet,Gold
./fashion-product-images/images/58684.jpg,Women,Kurtas,Beige
./fashion-product-images/images/3411.jpg,Women,Tshirts,Black
./fashion-product-images/images/39870.jpg,Women,Heels,Gold
./fashion-product-images/images/45295.jpg,Women,Watches,Silver
./fashion-product-images/images/9586.jpg,Unisex,Handbags,Pink
./fashion-product-images/images/12973.jpg,Men,Sports Shoes,White
./fashion-product-images/images/39674.jpg,Men,Sports Shoes,White
./fashion-product-images/images/10202.jpg,Women,Handbags,Green
./fashion-product-images/images/33112.jpg,Women,Casual Shoes,Black
./fashion-product-images/images/19797.jpg,Men,Tshirts,Grey
./fashion-product-images/images/42555.jpg,Women,Kurtas,Purple
./fashion-product-images/images/33399.jpg,Women,Handbags,Purple
./fashion-product-images/images/52927.jpg,Women,Sarees,Blue
./fashion-product-images/images/42262.jpg,Men,Jeans,Blue
./fashion-product-images/images/32615.jpg,Men,Belts,Black
./fashion-product-images/images/2338.jpg,Men,Tshirts,White
./fashion-product-images/images/34626.jpg,Women,Watches,Silver
./fashion-product-images/images/5994.jpg,Men,Shirts,Grey
./fashion-product-images/images/19744.jpg,Men,Jackets,Green
./fashion-product-images/images/52128.jpg,Girls,Dresses,Blue
./fashion-product-images/images/12987.jpg,Men,Casual Shoes,Black
./fashion-product-images/images/49782.jpg,Women,Night suits,Pink
./fashion-product-images/images/12090.jpg,Women,Kurtas,Cream
./fashion-product-images/images/38347.jpg,Boys,Tshirts,White
./fashion-product-images/images/38739.jpg,Unisex,Backpacks,Black
./fashion-product-images/images/44102.jpg,Men,Perfume and Body Mist,Black
./fashion-product-images/images/27608.jpg,Men,Trousers,Black
./fashion-product-images/images/42138.jpg,Men,Sports Shoes,Black
./fashion-product-images/images/11778.jpg,Men,Tshirts,Grey
./fashion-product-images/images/59753.jpg,Women,Briefs,White
./fashion-product-images/images/35554.jpg,Girls,Sandals,Pink
./fashion-product-images/images/21471.jpg,Women,Casual Shoes,Purple
./fashion-product-images/images/43614.jpg,Women,Tunics,Pink
./fashion-product-images/images/33737.jpg,Women,Handbags,Black
./fashion-product-images/images/59104.jpg,Men,Rain Jacket,Brown
./fashion-product-images/images/6159.jpg,Men,Tshirts,Black
./fashion-product-images/images/54389.jpg,Women,Wallets,Yellow
./fashion-product-images/images/4016.jpg,Men,Casual Shoes,Maroon
./fashion-product-images/images/48386.jpg,Men,Jeans,Black
./fashion-product-images/images/33280.jpg,Unisex,Jeans,Blue
./fashion-product-images/images/54885.jpg,Women,Necklace and Chains,Blue
./fashion-product-images/images/26498.jpg,Men,Tshirts,Grey
./fashion-product-images/images/30756.jpg,Men,Kurtas,Green
./fashion-product-images/images/19601.jpg,Women,Tops,Peach
./fashion-product-images/images/10504.jpg,Women,Tshirts,White
./fashion-product-images/images/33353.jpg,Men,Formal Shoes,Black
./fashion-product-images/images/4636.jpg,Men,Sports Shoes,White
./fashion-product-images/images/19670.jpg,Women,Tshirts,Olive
./fashion-product-images/images/41221.jpg,Men,Flip Flops,Blue
./fashion-product-images/images/47078.jpg,Women,Patiala,Multi
./fashion-product-images/images/56503.jpg,Women,Nail Polish,Red
./fashion-product-images/images/46476.jpg,Women,Watches,White
./fashion-product-images/images/14702.jpg,Men,Jackets,Black
./fashion-product-images/images/20230.jpg,Women,Sweaters,Grey
./fashion-product-images/images/25150.jpg,Women,Handbags,Black
./fashion-product-images/images/52155.jpg,Women,Dresses,Purple
./fashion-product-images/images/11998.jpg,Men,Shirts,White
./fashion-product-images/images/24630.jpg,Women,Flip Flops,Blue
./fashion-product-images/images/43267.jpg,Women,Kurtas,Orange
./fashion-product-images/images/7756.jpg,Men,Tshirts,Black
./fashion-product-images/images/56461.jpg,Women,Nail Polish,Nude
./fashion-product-images/images/5796.jpg,Men,Tshirts,Green
./fashion-product-images/images/39385.jpg,Men,Jeans,Grey
./fashion-product-images/images/50763.jpg,Men,Sandals,Navy Blue
./fashion-product-images/images/3704.jpg,Women,Tshirts,Navy Blue
./fashion-product-images/images/7783.jpg,Men,Track Pants,Black
./fashion-product-images/images/17713.jpg,Men,Shirts,Blue
./fashion-product-images/images/17960.jpg,Men,Sandals,Black
./fashion-product-images/images/24163.jpg,Women,Kurtas,Navy Blue
./fashion-product-images/images/3395.jpg,Women,Handbags,Red
./fashion-product-images/images/3888.jpg,Men,Tshirts,Grey
./fashion-product-images/images/31936.jpg,Women,Tunics,Blue
./fashion-product-images/images/46034.jpg,Women,Jewellery Set,Gold
./fashion-product-images/images/48037.jpg,Men,Watches,Black
./fashion-product-images/images/56122.jpg,Women,Foundation and Primer,Skin
./fashion-product-images/images/29109.jpg,Women,Socks,Purple
./fashion-product-images/images/7874.jpg,Men,Formal Shoes,Tan
./fashion-product-images/images/49924.jpg,Women,Sarees,Green
./fashion-product-images/images/6626.jpg,Men,Sports Shoes,Blue
./fashion-product-images/images/57492.jpg,Men,Casual Shoes,Brown
./fashion-product-images/images/48124.jpg,Women,Belts,Brown
./fashion-product-images/images/49246.jpg,Men,Caps,Red
./fashion-product-images/images/48163.jpg,Women,Wallets,Blue
./fashion-product-images/images/46505.jpg,Men,Watches,Gold
./fashion-product-images/images/42067.jpg,Men,Wallets,Black
./fashion-product-images/images/18707.jpg,Women,Briefs,Pink
./fashion-product-images/images/26023.jpg,Men,Deodorant,Silver
./fashion-product-images/images/4352.jpg,Men,Tshirts,White
./fashion-product-images/images/13516.jpg,Women,Skirts,Blue
./fashion-product-images/images/40943.jpg,Girls,Tops,Pink
./fashion-product-images/images/59669.jpg,Women,Sarees,Yellow
./fashion-product-images/images/15666.jpg,Unisex,Backpacks,Black
./fashion-product-images/images/10102.jpg,Men,Sports Shoes,Black
./fashion-product-images/images/16393.jpg,Men,Shirts,Black
./fashion-product-images/images/11897.jpg,Men,Formal Shoes,Brown
./fashion-product-images/images/22220.jpg,Women,Tshirts,White
./fashion-product-images/images/45843.jpg,Women,Kurtas,White
./fashion-product-images/images/8072.jpg,Women,Sports Shoes,Grey
./fashion-product-images/images/22003.jpg,Women,Handbags,Blue
./fashion-product-images/images/11495.jpg,Women,Flats,Grey
./fashion-product-images/images/49799.jpg,Men,Caps,Black
./fashion-product-images/images/44548.jpg,Men,Sandals,Black
./fashion-product-images/images/19907.jpg,Unisex,Backpacks,Red
./fashion-product-images/images/56029.jpg,Women,Lipstick,Maroon
./fashion-product-images/images/53689.jpg,Women,Handbags,Yellow
./fashion-product-images/images/19870.jpg,Men,Flip Flops,White
./fashion-product-images/images/35044.jpg,Women,Kurtas,Black
./fashion-product-images/images/3873.jpg,Men,Tshirts,Blue
./fashion-product-images/images/43920.jpg,Women,Dresses,Cream
./fashion-product-images/images/14633.jpg,Women,Tops,Green
./fashion-product-images/images/5582.jpg,Men,Sports Shoes,White
./fashion-product-images/images/3044.jpg,Men,Tshirts,Blue
./fashion-product-images/images/58977.jpg,Men,Deodorant,Silver
./fashion-product-images/images/39875.jpg,Unisex,Messenger Bag,Brown
./fashion-product-images/images/22579.jpg,Women,Sweatshirts,Black
./fashion-product-images/images/12040.jpg,Men,Shirts,Blue
./fashion-product-images/images/49501.jpg,Men,Casual Shoes,Navy Blue
./fashion-product-images/images/4607.jpg,Unisex,Backpacks,Blue
./fashion-product-images/images/45982.jpg,Women,Tops,Blue
./fashion-product-images/images/34340.jpg,Men,Tshirts,Purple
./fashion-product-images/images/47676.jpg,Women,Dresses,Black
./fashion-product-images/images/48416.jpg,Men,Tshirts,Blue
./fashion-product-images/images/20454.jpg,Women,Belts,Teal
./fashion-product-images/images/6304.jpg,Unisex,Flip Flops,Red
./fashion-product-images/images/25711.jpg,Unisex,Caps,Pink
./fashion-product-images/images/47006.jpg,Women,Kurtis,Multi
./fashion-product-images/images/47166.jpg,Men,Belts,Brown
./fashion-product-images/images/12441.jpg,Men,Wallets,Black
./fashion-product-images/images/36227.jpg,Men,Casual Shoes,Brown
./fashion-product-images/images/28439.jpg,Women,Watches,White
./fashion-product-images/images/35900.jpg,Women,Handbags,Green
./fashion-product-images/images/3418.jpg,Men,Tshirts,Black
./fashion-product-images/images/15530.jpg,Men,Tshirts,Blue
./fashion-product-images/images/57016.jpg,Men,Briefs,Blue
./fashion-product-images/images/42175.jpg,Men,Tshirts,White
./fashion-product-images/images/46920.jpg,Men,Perfume and Body Mist,Black
./fashion-product-images/images/30172.jpg,Men,Watches,Black
./fashion-product-images/images/48178.jpg,Women,Handbags,Teal
./fashion-product-images/images/24724.jpg,Men,Tshirts,Blue
./fashion-product-images/images/49524.jpg,Women,Clutches,Purple
./fashion-product-images/images/52953.jpg,Women,Sarees,Multi
./fashion-product-images/images/6822.jpg,Men,Sandals,Brown
./fashion-product-images/images/10112.jpg,Women,Sports Shoes,White
./fashion-product-images/images/15269.jpg,Women,Casual Shoes,Pink
./fashion-product-images/images/27836.jpg,Men,Belts,Red
./fashion-product-images/images/55218.jpg,Women,Lip Liner,Black
./fashion-product-images/images/15770.jpg,Men,Briefs,Grey
./fashion-product-images/images/59577.jpg,Men,Cufflinks,Steel
./fashion-product-images/images/4732.jpg,Men,Flip Flops,White
./fashion-product-images/images/52797.jpg,Men,Wallets,Brown
./fashion-product-images/images/26794.jpg,Men,Shirts,Grey
./fashion-product-images/images/17646.jpg,Unisex,Flip Flops,Green
./fashion-product-images/images/42081.jpg,Men,Wallets,Brown
./fashion-product-images/images/9461.jpg,Men,Shirts,White
./fashion-product-images/images/42909.jpg,Women,Belts,Brown
./fashion-product-images/images/7484.jpg,Women,Tshirts,Pink
./fashion-product-images/images/22475.jpg,Men,Tshirts,Green
./fashion-product-images/images/4735.jpg,Men,Casual Shoes,Brown
./fashion-product-images/images/45145.jpg,Men,Watches,White
./fashion-product-images/images/2785.jpg,Men,Tshirts,Black
./fashion-product-images/images/16664.jpg,Men,Sweatshirts,Black
./fashion-product-images/images/40164.jpg,Men,Sunglasses,Black
./fashion-product-images/images/55854.jpg,Women,Nail Polish,Pink
./fashion-product-images/images/43677.jpg,Women,Dresses,Navy Blue
./fashion-product-images/images/40621.jpg,Women,Kurtas,Green
./fashion-product-images/images/3367.jpg,Women,Sports Shoes,White
./fashion-product-images/images/20596.jpg,Women,Wallets,Grey
./fashion-product-images/images/22828.jpg,Men,Casual Shoes,Black
./fashion-product-images/images/26103.jpg,Men,Shirts,Black
./fashion-product-images/images/31245.jpg,Men,Tshirts,White
./fashion-product-images/images/26229.jpg,Men,Tshirts,Black
./fashion-product-images/images/6066.jpg,Men,Tshirts,Black
./fashion-product-images/images/15171.jpg,Men,Tshirts,Blue
./fashion-product-images/images/54095.jpg,Men,Caps,White
./fashion-product-images/images/12773.jpg,Women,Tunics,Green
./fashion-product-images/images/50722.jpg,Girls,Dresses,Pink
./fashion-product-images/images/37879.jpg,Unisex,Socks,Black
./fashion-product-images/images/24917.jpg,Men,Tshirts,White
./fashion-product-images/images/50851.jpg,Women,Sarees,Maroon
./fashion-product-images/images/7040.jpg,Men,Casual Shoes,Navy Blue
./fashion-product-images/images/33362.jpg,Women,Wallets,Black
./fashion-product-images/images/37483.jpg,Women,Watches,White
./fashion-product-images/images/11518.jpg,Women,Heels,Grey
./fashion-product-images/images/28516.jpg,Men,Tshirts,Red
./fashion-product-images/images/28934.jpg,Men,Tshirts,Charcoal
./fashion-product-images/images/32001.jpg,Men,Socks,Navy Blue
./fashion-product-images/images/18269.jpg,Women,Tunics,Black
./fashion-product-images/images/34908.jpg,Women,Dupatta,Black
./fashion-product-images/images/13895.jpg,Men,Shirts,Yellow
./fashion-product-images/images/18261.jpg,Women,Kurtas,Blue
./fashion-product-images/images/12852.jpg,Men,Shirts,Green
./fashion-product-images/images/6152.jpg,Men,Casual Shoes,White
./fashion-product-images/images/3507.jpg,Men,Shorts,Black
./fashion-product-images/images/17142.jpg,Women,Handbags,Brown
./fashion-product-images/images/53676.jpg,Women,Handbags,Black
./fashion-product-images/images/12134.jpg,Women,Kurtas,Pink
./fashion-product-images/images/51799.jpg,Women,Nightdress,Blue
./fashion-product-images/images/38005.jpg,Men,Watches,Pink
./fashion-product-images/images/42643.jpg,Women,Kurtas,Brown
./fashion-product-images/images/5973.jpg,Men,Shirts,Black
./fashion-product-images/images/3800.jpg,Unisex,Tshirts,Pink
./fashion-product-images/images/31103.jpg,Boys,Tshirts,Black
./fashion-product-images/images/10791.jpg,Men,Shirts,Black
./fashion-product-images/images/38209.jpg,Women,Sunglasses,Silver
./fashion-product-images/images/10184.jpg,Men,Shirts,White
./fashion-product-images/images/34337.jpg,Men,Tshirts,Purple
./fashion-product-images/images/22840.jpg,Men,Casual Shoes,Brown
./fashion-product-images/images/28080.jpg,Men,Briefs,Charcoal
./fashion-product-images/images/1916.jpg,Men,Sports Shoes,Black
./fashion-product-images/images/10621.jpg,Women,Flats,Silver
./fashion-product-images/images/33561.jpg,Women,Tshirts,Green
./fashion-product-images/images/4439.jpg,Unisex,Casual Shoes,White
./fashion-product-images/images/46686.jpg,Women,Perfume and Body Mist,White
./fashion-product-images/images/6190.jpg,Women,Tops,Grey
./fashion-product-images/images/7724.jpg,Men,Casual Shoes,White
./fashion-product-images/images/2631.jpg,Women,Flats,White
./fashion-product-images/images/19043.jpg,Women,Heels,Blue
./fashion-product-images/images/57961.jpg,Women,Sarees,Black
./fashion-product-images/images/9563.jpg,Men,Shirts,Blue
./fashion-product-images/images/10425.jpg,Men,Shirts,Green
./fashion-product-images/images/21165.jpg,Women,Tops,Navy Blue
./fashion-product-images/images/46560.jpg,Men,Watches,Black
./fashion-product-images/images/22097.jpg,Men,Casual Shoes,White
./fashion-product-images/images/7654.jpg,Men,Socks,Grey
./fashion-product-images/images/5300.jpg,Unisex,Backpacks,Yellow
./fashion-product-images/images/29922.jpg,Men,Watches,Black
./fashion-product-images/images/3646.jpg,Men,Casual Shoes,Black
./fashion-product-images/images/9827.jpg,Women,Tshirts,White
./fashion-product-images/images/39332.jpg,Boys,Tshirts,White
./fashion-product-images/images/22388.jpg,Men,Shirts,Blue
./fashion-product-images/images/22598.jpg,Women,Tshirts,Purple
./fashion-product-images/images/30804.jpg,Men,Shirts,Rust
./fashion-product-images/images/3886.jpg,Men,Tshirts,Blue
./fashion-product-images/images/34288.jpg,Women,Dupatta,Off White
./fashion-product-images/images/35511.jpg,Men,Flip Flops,Black
./fashion-product-images/images/2867.jpg,Men,Tshirts,Black
./fashion-product-images/images/55424.jpg,Women,Lipstick,Pink
./fashion-product-images/images/21487.jpg,Women,Handbags,Black
./fashion-product-images/images/48825.jpg,Women,Pendant,Silver
./fashion-product-images/images/32598.jpg,Women,Tops,Orange
./fashion-product-images/images/44858.jpg,Men,Tshirts,Red
./fashion-product-images/images/26345.jpg,Women,Watches,Black
./fashion-product-images/images/44239.jpg,Men,Flip Flops,Brown
./fashion-product-images/images/37728.jpg,Men,Shirts,Green
./fashion-product-images/images/27423.jpg,Women,Lounge Shorts,Magenta
./fashion-product-images/images/26871.jpg,Women,Tops,White
./fashion-product-images/images/4295.jpg,Men,Tshirts,Orange
./fashion-product-images/images/42804.jpg,Women,Briefs,Grey
./fashion-product-images/images/28157.jpg,Men,Sunglasses,Gold
./fashion-product-images/images/47660.jpg,Women,Tunics,White
./fashion-product-images/images/13634.jpg,Women,Lounge Pants,White
./fashion-product-images/images/29981.jpg,Women,Free Gifts,Blue
./fashion-product-images/images/34600.jpg,Women,Dresses,Pink
./fashion-product-images/images/50854.jpg,Women,Sarees,White
./fashion-product-images/images/14359.jpg,Women,Heels,Copper
./fashion-product-images/images/15736.jpg,Men,Casual Shoes,White
./fashion-product-images/images/17864.jpg,Men,Briefs,Black
./fashion-product-images/images/20272.jpg,Women,Heels,Silver
./fashion-product-images/images/42075.jpg,Men,Wallets,Black
./fashion-product-images/images/50731.jpg,Men,Sandals,Black
./fashion-product-images/images/29440.jpg,Men,Watches,Steel
./fashion-product-images/images/15311.jpg,Men,Sandals,Beige
./fashion-product-images/images/53921.jpg,Women,Handbags,Brown
./fashion-product-images/images/59100.jpg,Women,Briefs,Purple
./fashion-product-images/images/41851.jpg,Men,Socks,Black
./fashion-product-images/images/2251.jpg,Men,Flip Flops,Brown
./fashion-product-images/images/28246.jpg,Men,Deodorant,Red
./fashion-product-images/images/59987.jpg,Women,Dresses,Black
./fashion-product-images/images/7558.jpg,Men,Tshirts,Grey
./fashion-product-images/images/57093.jpg,Women,Shorts,Blue
./fashion-product-images/images/14628.jpg,Women,Sweatshirts,Blue
./fashion-product-images/images/33662.jpg,Men,Sandals,Black
./fashion-product-images/images/21006.jpg,Women,Belts,Black
./fashion-product-images/images/33702.jpg,Men,Formal Shoes,Black
./fashion-product-images/images/29882.jpg,Men,Sunglasses,Brown
./fashion-product-images/images/8824.jpg,Men,Shirts,Black
./fashion-product-images/images/24855.jpg,Women,Tops,Red
./fashion-product-images/images/12613.jpg,Men,Tshirts,Black
./fashion-product-images/images/32530.jpg,Men,Deodorant,Blue
./fashion-product-images/images/12860.jpg,Men,Formal Shoes,Black
./fashion-product-images/images/8546.jpg,Women,Flip Flops,Brown
./fashion-product-images/images/47534.jpg,Women,Flats,Turquoise Blue
./fashion-product-images/images/34400.jpg,Men,Tshirts,Black
./fashion-product-images/images/59433.jpg,Women,Clutches,Red
./fashion-product-images/images/48256.jpg,Boys,Tshirts,Navy Blue
./fashion-product-images/images/9201.jpg,Men,Sports Shoes,White
./fashion-product-images/images/33910.jpg,Men,Watches,Silver
./fashion-product-images/images/31689.jpg,Women,Sports Shoes,Grey
./fashion-product-images/images/16751.jpg,Women,Clutches,Copper
./fashion-product-images/images/52440.jpg,Women,Nightdress,Black
./fashion-product-images/images/9477.jpg,Men,Shirts,Black
./fashion-product-images/images/17243.jpg,Men,Tshirts,Black
./fashion-product-images/images/49133.jpg,Women,Lipstick,Pink
./fashion-product-images/images/34229.jpg,Men,Tshirts,Grey
./fashion-product-images/images/16858.jpg,Men,Sunglasses,Black
./fashion-product-images/images/17558.jpg,Men,Shirts,Blue
./fashion-product-images/images/25540.jpg,Men,Shirts,Blue
./fashion-product-images/images/42813.jpg,Women,Briefs,Navy Blue
./fashion-product-images/images/40666.jpg,Women,Tops,Navy Blue
./fashion-product-images/images/55292.jpg,Women,Lip Gloss,Pink
./fashion-product-images/images/7044.jpg,Men,Casual Shoes,Grey
./fashion-product-images/images/37687.jpg,Unisex,Backpacks,Brown
./fashion-product-images/images/18598.jpg,Men,Sports Sandals,Navy Blue
./fashion-product-images/images/38598.jpg,Men,Tshirts,Purple
./fashion-product-images/images/15160.jpg,Men,Tshirts,Orange
./fashion-product-images/images/46726.jpg,Women,Perfume and Body Mist,Silver
./fashion-product-images/images/21150.jpg,Men,Shirts,Blue
./fashion-product-images/images/57412.jpg,Women,Briefs,Pink
./fashion-product-images/images/4056.jpg,Men,Tshirts,White
./fashion-product-images/images/4969.jpg,Men,Tshirts,Blue
./fashion-product-images/images/41608.jpg,Men,Shirts,Blue
./fashion-product-images/images/30594.jpg,Unisex,Caps,Green
./fashion-product-images/images/42109.jpg,Men,Tshirts,Black
./fashion-product-images/images/42959.jpg,Men,Belts,Black
./fashion-product-images/images/44636.jpg,Men,Tshirts,White
./fashion-product-images/images/3854.jpg,Girls,Tshirts,Pink
./fashion-product-images/images/39057.jpg,Men,Cufflinks,Steel
./fashion-product-images/images/4614.jpg,Unisex,Handbags,Blue
./fashion-product-images/images/13328.jpg,Men,Shirts,Green
./fashion-product-images/images/2921.jpg,Women,Tshirts,Multi
./fashion-product-images/images/15468.jpg,Men,Tshirts,Blue
./fashion-product-images/images/29529.jpg,Women,Watches,Black
./fashion-product-images/images/52325.jpg,Women,Bangle,Orange
./fashion-product-images/images/31297.jpg,Women,Tshirts,Black
./fashion-product-images/images/8527.jpg,Men,Sandals,Black
./fashion-product-images/images/28159.jpg,Men,Sunglasses,Metallic
